DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,EDUCATION_LEVEL:Education Level,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,NUMBER_CHLD:Number of Living Children,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,SOWC_FLAG_F:SOWC flag F,SOWC_FLAG_E:SOWC flag E,SOWC_FLAG_D:SOWC flag D,SOWC_FLAG_C:SOWC flag C,SOWC_FLAG_A:SOWC flag A,SOWC_FLAG_B:SOWC flag B,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,UNWGTD_SAMPL_SIZE:Unweighted Sample Size,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:PT(1.0): Child Protection,TCD: Chad,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2019,30.9,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RP: Reported,,"MICS 2019, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019,0: Not Known,
UNICEF:PT(1.0): Child Protection,TCD: Chad,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2019,33.8,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RP: Reported,,"MICS 2019, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019,0: Not Known,
UNICEF:PT(1.0): Child Protection,TCD: Chad,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2019,27.8,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RP: Reported,,"MICS 2019, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019,0: Not Known,
UNICEF:PT(1.0): Child Protection,TGO: Togo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,25.7,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"ECVM 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,
UNICEF:PT(1.0): Child Protection,TGO: Togo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,23.7,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"ECVM 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,
UNICEF:PT(1.0): Child Protection,TGO: Togo,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,27.8,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"ECVM 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y12T17: 12 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,5,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RA: Reanalysed,,"LFS 2016, UNICEF and ILO calculations (age 12+)",,,,,EOF: End of fieldwork,2016,0: Not Known,Age is 12-17 years
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y12T17: 12 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,6.1,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RA: Reanalysed,,"LFS 2016, UNICEF and ILO calculations (age 12+)",,,,,EOF: End of fieldwork,2016,0: Not Known,Age is 12-17 years
UNICEF:PT(1.0): Child Protection,TJK: Tajikistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y12T17: 12 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,3.8,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RA: Reanalysed,,"LFS 2016, UNICEF and ILO calculations (age 12+)",,,,,EOF: End of fieldwork,2016,0: Not Known,Age is 12-17 years
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.3,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RA: Reanalysed,,"MICS 2015-16, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.4,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RA: Reanalysed,,"MICS 2015-16, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TKM: Turkmenistan,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2016,0.1,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RA: Reanalysed,,"MICS 2015-16, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2015-16,0: Not Known,
UNICEF:PT(1.0): Child Protection,TLS: Timor-Leste,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y10T17: 10 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,3.7,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RA: Reanalysed,,"PHC 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,Age is 10-17 years
UNICEF:PT(1.0): Child Protection,TLS: Timor-Leste,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y10T17: 10 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,3.8,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RA: Reanalysed,,"PHC 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,Age is 10-17 years
UNICEF:PT(1.0): Child Protection,TLS: Timor-Leste,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y10T17: 10 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,3.5,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RA: Reanalysed,,"PHC 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,Age is 10-17 years
UNICEF:PT(1.0): Child Protection,TON: Tonga,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2019,25.9,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RA: Reanalysed,,"MICS 2019, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019,0: Not Known,
UNICEF:PT(1.0): Child Protection,TON: Tonga,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2019,32.9,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RA: Reanalysed,,"MICS 2019, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019,0: Not Known,
UNICEF:PT(1.0): Child Protection,TON: Tonga,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2019,18.5,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,x: Data refer to years or periods other than those specified in the column heading. Such data are not included in the calculation of regional and global averages. Estimates from data years prior to 2000 are not displayed.,,RA: Reanalysed,,"MICS 2019, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019,0: Not Known,
UNICEF:PT(1.0): Child Protection,TTO: Trinidad and Tobago,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,4.2,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RP: Reported,,"MICS 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,Only one (1) of the selected enumeration districts was not visited because of safety concerns during the fieldwork period
UNICEF:PT(1.0): Child Protection,TTO: Trinidad and Tobago,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,5.4,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RP: Reported,,"MICS 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,Only one (1) of the selected enumeration districts was not visited because of safety concerns during the fieldwork period
UNICEF:PT(1.0): Child Protection,TTO: Trinidad and Tobago,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,3,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,"y: Data differ from the standard definition or refer to only part of a country. If they fall within the noted reference period, such data are included in the calculation of regional and global averages.",RP: Reported,,"MICS 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,Only one (1) of the selected enumeration districts was not visited because of safety concerns during the fieldwork period
UNICEF:PT(1.0): Child Protection,TUN: Tunisia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2023,1.7,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RP: Reported,,"MICS 2023, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2023,0: Not Known,
UNICEF:PT(1.0): Child Protection,TUN: Tunisia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2023,2.3,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RP: Reported,,"MICS 2023, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2023,0: Not Known,
UNICEF:PT(1.0): Child Protection,TUN: Tunisia,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2023,1.2,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RP: Reported,,"MICS 2023, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2023,0: Not Known,
UNICEF:PT(1.0): Child Protection,TUR: Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,5.6,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"Türkiye Child Survey 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,
UNICEF:PT(1.0): Child Protection,TUR: Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,6.7,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"Türkiye Child Survey 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,
UNICEF:PT(1.0): Child Protection,TUR: Türkiye,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2022,4.5,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"Türkiye Child Survey 2022, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2022,0: Not Known,
UNICEF:PT(1.0): Child Protection,TUV: Tuvalu,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2020,3.7,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RP: Reported,,"MICS 2019-20, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019-20,0: Not Known,
UNICEF:PT(1.0): Child Protection,TUV: Tuvalu,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2020,3.4,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RP: Reported,,"MICS 2019-20, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019-20,0: Not Known,
UNICEF:PT(1.0): Child Protection,TUV: Tuvalu,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2020,4,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RP: Reported,,"MICS 2019-20, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2019-20,0: Not Known,
UNICEF:PT(1.0): Child Protection,TZA: United Republic of Tanzania,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2021,15,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"ILFS 2020-21, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2020-21,0: Not Known,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.
UNICEF:PT(1.0): Child Protection,TZA: United Republic of Tanzania,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2021,16.9,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"ILFS 2020-21, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2020-21,0: Not Known,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.
UNICEF:PT(1.0): Child Protection,TZA: United Republic of Tanzania,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2021,13,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"ILFS 2020-21, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2020-21,0: Not Known,These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.
UNICEF:PT(1.0): Child Protection,UGA: Uganda,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),_T: Total,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2021,40.1,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"NLFS 2021, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2021,0: Not Known,
UNICEF:PT(1.0): Child Protection,UGA: Uganda,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),M: Male,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2021,40.6,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"NLFS 2021, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2021,0: Not Known,
UNICEF:PT(1.0): Child Protection,UGA: Uganda,PT_CHLD_5-17_LBR_ECON: Percentage of children (aged 5-17 years) engaged in child labour (economic activities),F: Female,Y5T17: 5 to 17 years old,_T: Total,_T: Total,_T: Total,_T: Total,2021,39.6,,PCNT: %,,"While trend data are available, changes in the indicator definitions, age groups covered, as well as the measures and questions used to collect the information have changed over time. These factors affect the comparability of available data sources and require careful review and assessment in order to accurately and reliably draw conclusions about trends over time for most countries. For this reason, trend data for this indicator are not included in UNICEF global databases.",,,,,,,RA: Reanalysed,,"NLFS 2021, UNICEF and ILO calculations",,,,,EOF: End of fieldwork,2021,0: Not Known,
